,name,lat,lon,population,state
4999,Jupiter Island,27.03144,-80.10143,830,Florida
5000,Kathleen,28.12085,-82.02314,6146,Florida
5001,Kendale Lakes,25.70816,-80.407,53392,Florida
5002,Kendall,25.67927,-80.31727,78007,Florida
5003,Kendall West,25.70682,-80.4407,36964,Florida
5004,Kenneth City,27.81558,-82.7201,5028,Florida
5005,Kensington Park,27.35949,-82.49649,3689,Florida
5006,Kenwood Estates,26.62762,-80.11519,1181,Florida
5007,Key Biscayne,25.69371,-80.16282,14527,Florida
5008,Key Colony Beach,24.72097,-81.01868,779,Florida
5009,Key Largo,25.08652,-80.44728,10854,Florida
5010,Keystone,28.15585,-82.62121,25397,Florida
5011,Keystone Heights,29.78608,-82.03149,1469,Florida
5012,Key Vista,28.19408,-82.76981,1457,Florida
5013,Key West,24.5557,-81.78259,25999,Florida
5014,Kissimmee,28.29196,-81.40757,79579,Florida
5015,LaBelle,26.76173,-81.43841,5007,Florida
5016,Lacoochee,28.46583,-82.17203,1562,Florida
5017,La Crosse,29.8433,-82.40483,314,Florida
5018,Lady Lake,28.91749,-81.92286,16273,Florida
5019,Laguna Beach,30.23965,-85.9241,4073,Florida
5020,Lake Alfred,28.09196,-81.72341,6656,Florida
5021,Lake Belvedere Estates,26.68923,-80.13338,1951,Florida
5022,Lake Buena Vista,28.39362,-81.53868,23,Florida
5023,Lake Butler,28.50167,-81.54091,17465,Florida
5024,Lake Butler,30.02274,-82.33956,2013,Florida
5025,Lake City,30.18968,-82.63929,12397,Florida
5026,Lake Clarke Shores,26.64534,-80.07588,3545,Florida
5027,Lake Hamilton,28.04446,-81.62785,1559,Florida
5028,Lake Harbor,26.69312,-80.81451,0,Florida
5029,Lake Hart,28.39278,-81.24062,385,Florida
5030,Lake Helen,28.98082,-81.23339,2849,Florida
5031,Lake Kathryn,29.01526,-81.49146,865,Florida
5032,Lake Kerr,29.34917,-81.79239,1923,Florida
5033,Lakeland,28.03947,-81.9498,117258,Florida
5034,Lakeland Highlands,27.95975,-81.95008,11326,Florida
5035,Lake Lindsey,28.63471,-82.35926,99,Florida
5036,Lake Lorraine,30.44159,-86.56523,7283,Florida
5037,Lake Mack-Forest Hills,29.00046,-81.40635,2252,Florida
5038,Lake Magdalene,28.07418,-82.47176,31211,Florida
5039,Lake Mary,28.75888,-81.31784,16681,Florida
5040,Lake Mary Jane,28.37897,-81.17016,2136,Florida
5041,Lake Mystic,30.39156,-84.99133,561,Florida
5042,Lake Panasoffkee,28.75582,-82.09481,3631,Florida
5043,Lake Park,26.80034,-80.06643,8999,Florida
5044,Lake Placid,27.2931,-81.36285,2423,Florida
5045,Lake Sarasota,27.29255,-82.4376,4032,Florida
5046,Lakeside,30.12996,-81.76815,31125,Florida
5047,Lake Wales,27.90141,-81.58591,16683,Florida
5048,Lakewood Park,27.53901,-80.38716,13600,Florida
5049,Lakewood Ranch,27.42353,-82.38672,29408,Florida
5050,Lake Worth Beach,26.6159,-80.05699,42608,Florida
5051,Lamont,30.37715,-83.81294,0,Florida
5052,Land O' Lakes,28.2189,-82.45759,38674,Florida
5053,Lantana,26.58674,-80.05199,12082,Florida
5054,Largo,27.90947,-82.78732,82437,Florida
5055,Lauderdale-by-the-Sea,26.19203,-80.09643,6123,Florida
5056,Lauderdale Lakes,26.16647,-80.20838,35694,Florida
5057,Lauderhill,26.14036,-80.21338,73605,Florida
5058,Laurel,27.13033,-82.45315,11263,Florida
5059,Laurel Hill,30.96574,-86.45967,590,Florida
5060,Lawtey,30.04413,-82.07177,642,Florida
5061,Layton,24.82403,-80.81368,209,Florida
5062,Lazy Lake,26.1562,-80.14477,33,Florida
5063,Lealman,27.82114,-82.67927,21213,Florida
5064,Lecanto,28.85165,-82.4876,7416,Florida
5065,Lee,30.41966,-83.30042,378,Florida
5066,Leesburg,28.81082,-81.87786,27909,Florida
5067,Lehigh Acres,26.62535,-81.6248,123751,Florida
5068,Leisure City,25.49539,-80.42922,26667,Florida
5069,Lely,26.10065,-81.72842,3530,Florida
5070,Lely Resort,26.08093,-81.69786,7058,Florida
5071,Lemon Grove,27.55837,-81.67814,496,Florida
5072,Liberty Triangle,29.07598,-82.21913,21409,Florida
5073,Lighthouse Point,26.27564,-80.08727,10396,Florida
5074,Limestone,27.3656,-81.89897,373,Florida
5075,Limestone Creek,26.94284,-80.14115,1597,Florida
5076,Lisbon,28.87054,-81.78952,143,Florida
5077,Live Oak,30.29495,-82.98402,6851,Florida
5078,Lloyd,30.47742,-84.02183,153,Florida
5079,Lochmoor Waterway Estates,26.64424,-81.90981,5106,Florida
5080,Lockhart,28.61944,-81.44257,14390,Florida
5081,Longboat Key,27.40046,-82.64417,7571,Florida
5082,Longwood,28.70305,-81.3384,15320,Florida
5083,Loughman,28.24196,-81.56674,6683,Florida
5084,Lower Grand Lagoon,30.14409,-85.75076,4939,Florida
5085,Loxahatchee Groves,26.68368,-80.27977,3392,Florida
5086,Lutz,28.15112,-82.46148,23827,Florida
5087,Lynn Haven,30.24548,-85.64826,19054,Florida
5088,Macclenny,30.28218,-82.12206,7531,Florida
5089,Madeira Beach,27.79808,-82.79732,3882,Florida
5090,Madison,30.46938,-83.41293,2957,Florida
5091,Maitland,28.62778,-81.36312,18993,Florida
5092,Malabar,28.00363,-80.56561,3015,Florida
5093,Malone,30.95769,-85.16215,1216,Florida
5094,Manalapan,26.56924,-80.04476,418,Florida
5095,Manasota Key,26.92534,-82.35204,1619,Florida
5096,Manatee Road,29.51302,-82.91429,1967,Florida
5097,Mango,27.97974,-82.30648,11582,Florida
5098,Mangonia Park,26.76034,-80.07365,2128,Florida
5099,Marathon,24.71375,-81.09035,9915,Florida
5100,Marco Island,25.93203,-81.70484,15984,Florida
5101,Marco Shores-Hammock Bay,25.99565,-81.69586,741,Florida
5102,Margate,26.24453,-80.20644,58127,Florida
5103,Marianna,30.77436,-85.22687,6804,Florida
5104,Marineland,29.66953,-81.21483,7,Florida
5105,Marion Oaks,29.00859,-82.18315,20190,Florida
5106,Mary Esther,30.40992,-86.66301,4016,Florida
5107,Masaryktown,28.44167,-82.45704,778,Florida
5108,Mascotte,28.57833,-81.88675,7313,Florida
5109,Matlacha,26.6298,-82.07092,827,Florida
5110,Matlacha Isles-Matlacha Shores,26.62931,-82.05872,356,Florida
5111,Mayo,30.053,-83.17486,1072,Florida
5112,McGregor,26.56091,-81.91453,7924,Florida
5113,McIntosh,29.44886,-82.22204,478,Florida
5114,Meadow Oaks,28.34975,-82.59765,2815,Florida
5115,Meadow Woods,28.38556,-81.36646,39904,Florida
5116,Medley,25.84065,-80.32644,1036,Florida
5117,Medulla,27.9678,-81.97342,11493,Florida
5118,Melbourne,28.08363,-80.60811,86008,Florida
5119,Melbourne Beach,28.06835,-80.56033,3226,Florida
5120,Melbourne Village,28.08529,-80.66644,678,Florida
5121,Memphis,27.53587,-82.56121,11012,Florida
5122,Merritt Island,28.53917,-80.672,34013,Florida
5123,Mexico Beach,29.94798,-85.41798,976,Florida
5124,Miami,25.77427,-80.19366,441999,Florida
5125,Miami Beach,25.79065,-80.13005,80882,Florida
5126,Miami Gardens,25.94204,-80.2456,111648,Florida
5127,Miami Lakes,25.90871,-80.30866,30464,Florida
5128,Miami Shores,25.86315,-80.19283,11677,Florida
5129,Miami Springs,25.82232,-80.2895,13518,Florida
5130,Micanopy,29.50469,-82.27982,644,Florida
5131,Micco,27.88058,-80.50033,8618,Florida
5132,Miccosukee,30.59464,-84.04128,300,Florida
5133,Middleburg,30.06885,-81.86038,12127,Florida
5134,Midway,30.49548,-84.45435,3511,Florida
5135,Midway,30.40505,-87.00961,19617,Florida
5136,Midway,28.79027,-81.2309,1226,Florida
5137,Milton,30.63241,-87.03969,10465,Florida
5138,Mims,28.66527,-80.84478,7702,Florida
5139,Minneola,28.57444,-81.74619,14868,Florida
5140,Miramar,25.98731,-80.23227,135380,Florida
5141,Miramar Beach,30.37437,-86.35856,9059,Florida
5142,Molino,30.72408,-87.31414,942,Florida
5143,Monticello,30.5452,-83.87016,2588,Florida
5144,Montura,26.64284,-81.09377,3424,Florida
5145,Montverde,28.60028,-81.67396,1692,Florida
5146,Moon Lake,28.29789,-82.60558,4458,Florida
5147,Moore Haven,26.83312,-81.09312,1589,Florida
5148,Morriston,29.28164,-82.43788,130,Florida
5149,Mount Carmel,30.98102,-87.11858,231,Florida
5150,Mount Dora,28.80249,-81.64452,16712,Florida
5151,Mount Plymouth,28.80805,-81.53313,5359,Florida
5152,Mulat,30.55131,-87.1233,226,Florida
5153,Mulberry,27.8953,-81.97342,3989,Florida
5154,Munson,30.85769,-86.87302,262,Florida
5155,Myrtle Grove,30.42103,-87.30747,17023,Florida
5156,Naples,26.14204,-81.79481,19473,Florida
5157,Naples Manor,26.0887,-81.7262,6384,Florida
5158,Naples Park,26.26175,-81.80925,5664,Florida
5159,Naranja,25.51816,-80.42283,12905,Florida
5160,Nassau Village-Ratliff,30.51083,-81.80884,4799,Florida
5161,Navarre,30.40159,-86.86357,38994,Florida
5162,Navarre Beach,30.37645,-86.89367,1515,Florida
5163,Neptune Beach,30.31191,-81.39647,7087,Florida
5164,Newberry,29.64635,-82.6065,7590,Florida
5165,New Port Richey,28.24418,-82.71927,17059,Florida
5166,New Port Richey East,28.26325,-82.6942,11109,Florida
5167,New Smyrna Beach,29.02582,-80.927,31105,Florida
5168,Niceville,30.51686,-86.48217,16020,Florida
5169,Nobleton,28.64555,-82.26398,289,Florida
5170,Nocatee,30.08511,-81.40991,19601,Florida
5171,Nokomis,27.11922,-82.44426,3481,Florida
5172,Noma,30.98213,-85.61854,209,Florida
5173,North Bay Village,25.84621,-80.15394,7966,Florida
5174,North Brooksville,28.57305,-82.40815,3644,Florida
5175,Northdale,28.0939,-82.50561,24924,Florida
5176,North DeLand,29.04943,-81.29812,837,Florida
5177,North Fort Myers,26.66729,-81.88009,41551,Florida
5178,North Key Largo,25.26734,-80.32339,1263,Florida
5179,North Lauderdale,26.21731,-80.22588,44349,Florida
5180,North Merritt Island,28.43435,-80.70823,8429,Florida
5181,North Miami,25.89009,-80.18671,59063,Florida
5182,North Miami Beach,25.93315,-80.16255,42606,Florida
5183,North Palm Beach,26.81756,-80.08199,13080,Florida
5184,North Port,27.04422,-82.23593,79795,Florida
5185,North Redington Beach,27.81614,-82.82066,1478,Florida
5186,North River Shores,27.21755,-80.26977,3739,Florida
5187,North Sarasota,27.37393,-82.51843,2370,Florida
5188,North Weeki Wachee,28.55358,-82.55486,7257,Florida
5189,Oak Hill,28.86443,-80.8545,2045,Florida
5190,Oakland,28.555,-81.63313,3510,Florida
5191,Oakland Park,26.17231,-80.13199,43751,Florida
5192,Oakleaf Plantation,30.17402,-81.83641,28808,Florida
5193,Oak Ridge,28.47112,-81.42452,25973,Florida
5194,Ocala,29.1872,-82.14009,64286,Florida
5195,Ocala Estates,29.2022,-82.30954,3243,Florida
5196,Ocean Breeze,27.24095,-80.22568,353,Florida
5197,Ocean City,30.44103,-86.61356,5786,Florida
5198,Ocean Ridge,26.52702,-80.04837,1826,Florida
5199,Ocklawaha,29.04276,-81.92925,1874,Florida
5200,Ocoee,28.56917,-81.54396,47586,Florida
5201,Odessa,28.1939,-82.59176,7682,Florida
5202,Ojus,25.94843,-80.1506,16530,Florida
5203,Okahumpka,28.74777,-81.89591,147,Florida
5204,Okeechobee,27.24393,-80.82978,5344,Florida
5205,Old Miakka,27.31868,-82.2793,1290,Florida
5206,Oldsmar,28.03418,-82.6651,14892,Florida
5207,Olga,26.71896,-81.7123,2664,Florida
5208,Olympia Heights,25.72677,-80.35533,13695,Florida
5209,Ona,27.48198,-81.91897,415,Florida
5210,On Top of the World,29.08115,-82.26181,11826,Florida
5211,Opa-locka,25.90232,-80.25033,16067,Florida
5212,Orange City,28.94888,-81.29867,13737,Florida
5213,Orange Park,30.16607,-81.70648,9095,Florida
5214,Orangetree,26.29286,-81.58842,4425,Florida
5215,Orchid,27.77281,-80.417,522,Florida
5216,Oriole Beach,30.37381,-87.09136,1739,Florida
5217,Orlando,28.53834,-81.37924,309854,Florida
5218,Orlovista,28.53834,-81.46035,7145,Florida
5219,Ormond Beach,29.28581,-81.05589,43469,Florida
5220,Ormond-by-the-Sea,29.34914,-81.06645,6414,Florida
5221,Osprey,27.19616,-82.49037,6395,Florida
5222,Otter Creek,29.32497,-82.77178,106,Florida
5223,Oviedo,28.67,-81.20812,39522,Florida
5224,Pace,30.59936,-87.16108,23527,Florida
5225,Page Park,26.57924,-81.86203,857,Florida
5226,Pahokee,26.82006,-80.66534,5492,Florida
5227,Paisley,28.9836,-81.54174,1115,Florida
5228,Palatka,29.64858,-81.63758,10533,Florida
5229,Palm Bay,28.03446,-80.58866,122952,Florida
5230,Palm Beach,26.70562,-80.03643,9232,Florida
5231,Palm Beach Gardens,26.82339,-80.13865,59529,Florida
5232,Palm Beach Shores,26.77812,-80.0356,1329,Florida
5233,Palm City,27.16783,-80.26616,25486,Florida
5234,Palm Coast,29.58497,-81.20784,93748,Florida
5235,Palmer Ranch,27.2444,-82.4746,14430,Florida
5236,Palmetto,27.52143,-82.57232,13491,Florida
5237,Palmetto Bay,25.62177,-80.32477,23869,Florida
5238,Palmetto Estates,25.62149,-80.362,16612,Florida
5239,Palm Harbor,28.07807,-82.76371,60682,Florida
5240,Palmona Park,26.68646,-81.89648,759,Florida
5241,Palm River-Clair Mel,27.92449,-82.3794,25492,Florida
5242,Palm Shores,28.18446,-80.65283,1196,Florida
5243,Palm Springs,26.6359,-80.09615,26741,Florida
5244,Palm Springs North,25.93425,-80.33103,5498,Florida
5245,Palm Valley,30.17746,-81.38758,20115,Florida
5246,Panacea,30.03743,-84.38768,1050,Florida
5247,Panama City,30.15881,-85.66021,34106,Florida
5248,Panama City Beach,30.17659,-85.80549,18368,Florida
5249,Paradise Heights,28.62361,-81.54396,614,Florida
5250,Parker,30.13104,-85.60326,4510,Florida
5251,Parkland,26.31008,-80.23727,35341,Florida
5252,Pasadena Hills,28.27954,-82.24134,11788,Florida
5253,Patrick AFB,28.23223,-80.60991,1609,Florida
5254,Paxton,30.98157,-86.30745,591,Florida
5255,Pea Ridge,30.59914,-87.09972,4190,Florida
5256,Pebble Creek,28.14835,-82.34565,10569,Florida
5257,Pelican Bay,26.2312,-81.80564,6243,Florida
5258,Pelican Marsh,26.25648,-81.78672,2196,Florida
5259,Pembroke Park,25.98787,-80.17477,6206,Florida
5260,Pembroke Pines,26.00315,-80.22394,169635,Florida
5261,Penney Farms,29.97969,-81.81037,825,Florida
5262,Pensacola,30.42131,-87.21691,53963,Florida
5263,Pensacola Station,30.35061,-87.3169,5423,Florida
5264,Perry,30.11744,-83.58181,6881,Florida
5265,Pierson,29.23942,-81.46563,1545,Florida
5266,Pine Air,26.6586,-80.10742,2453,Florida
5267,Pine Castle,28.47195,-81.36785,11167,Florida
5268,Pinecraft,27.32505,-82.49121,491,Florida
5269,Pinecrest,25.66705,-80.30811,18038,Florida
5270,Pine Hills,28.55778,-81.4534,84289,Florida
5271,Pine Island,28.57527,-82.6526,139,Florida
5272,Pine Island Center,26.61369,-82.11815,1973,Florida
5273,Pine Lakes,28.9411,-81.43007,1208,Florida
5274,Pineland,26.66063,-82.15343,448,Florida
5275,Pine Level,30.88915,-87.16948,103,Florida
5276,Pinellas Park,27.8428,-82.69954,53304,Florida
5277,Pine Manor,26.57285,-81.87814,4080,Florida
5278,Pine Ridge,28.93831,-82.47343,10051,Florida
5279,Pine Ridge,26.23064,-81.79592,1798,Florida
5280,Pinewood,25.86898,-80.21699,17110,Florida
5281,Pioneer,26.72854,-81.2172,382,Florida
5282,Pittman,28.99998,-81.64174,233,Florida
5283,Plantation,26.12759,-80.2331,93188,Florida
5284,Plantation,27.06811,-82.37287,4565,Florida
5285,Plantation Island,25.84399,-81.36591,0,Florida
5286,Plantation Mobile Home Park,26.70258,-80.13234,1528,Florida
5287,Plant City,28.01863,-82.11286,39750,Florida
5288,Poinciana,28.11873,-81.47923,68922,Florida
5289,Point Baker,30.69019,-87.05358,3280,Florida
5290,Polk City,28.18251,-81.82397,2947,Florida
5291,Pomona Park,29.50025,-81.59147,792,Florida
5292,Pompano Beach,26.23786,-80.12477,111516,Florida
5293,Ponce de Leon,30.72297,-85.93744,506,Florida
5294,Ponce Inlet,29.09637,-80.937,3395,Florida
5295,Port Charlotte,26.97617,-82.09064,62531,Florida
5296,Port LaBelle,26.76065,-81.38385,5487,Florida
5297,Port Orange,29.13832,-80.99561,63279,Florida
5298,Port Richey,28.27168,-82.71955,3228,Florida
5299,Port Salerno,27.14422,-80.2006,11441,Florida
5300,Port St. Joe,29.81188,-85.30297,3457,Florida
5301,Port St. John,28.47695,-80.78867,24677,Florida
5302,Port St. Lucie,27.29393,-80.35033,217903,Florida
5303,Pretty Bayou,30.19659,-85.6966,2497,Florida
5304,Princeton,25.53844,-80.40894,36381,Florida
5305,Progress Village,27.9003,-82.36454,10129,Florida
5306,Punta Gorda,26.92978,-82.04537,19969,Florida
5307,Punta Rassa,26.48786,-82.01231,1555,Florida
5308,Quail Ridge,28.3486,-82.5549,2767,Florida
5309,Quincy,30.58714,-84.58325,7785,Florida
5310,Raiford,30.06385,-82.2365,221,Florida
5311,Rainbow Lakes Estates,29.16046,-82.50972,3406,Florida
5312,Rainbow Park,29.16692,-82.37427,1785,Florida
5313,Rainbow Springs,29.11871,-82.45608,4957,Florida
5314,Raleigh,29.44164,-82.46622,867,Florida
5315,Reddick,29.36664,-82.19732,462,Florida
5316,Redington Beach,27.80864,-82.81121,1371,Florida
5317,Redington Shores,27.82614,-82.82899,2170,Florida
5318,Richmond Heights,25.63149,-80.36894,10256,Florida
5319,Richmond West,25.60928,-80.42965,37626,Florida
5320,Ridgecrest,27.89724,-82.80344,3296,Florida
5321,Ridge Manor,28.5075,-82.17036,4578,Florida
5322,Ridge Wood Heights,27.28727,-82.51315,4875,Florida
5323,Rio,27.21949,-80.23921,901,Florida
5324,Rio Pinar,28.51913,-81.2612,5533,Florida
5325,River Park,27.31421,-80.34727,6281,Florida
5326,River Ridge,28.26688,-82.62575,5352,Florida
5327,Riverview,27.86614,-82.32648,98928,Florida
5328,Riviera Beach,26.77534,-80.0581,38142,Florida
5329,Rockledge,28.35084,-80.72533,28340,Florida
5330,Roeville,30.67686,-86.99358,551,Florida
5331,Roosevelt Gardens,26.14087,-80.18027,2295,Florida
5332,Roseland,27.83586,-80.49311,1552,Florida
5333,Rotonda,26.88368,-82.29009,9906,Florida
5334,Royal Palm Beach,26.7084,-80.2306,39005,Florida
5335,Royal Palm Estates,26.68173,-80.12504,1563,Florida
5336,Ruskin,27.72086,-82.43315,26536,Florida
5337,Safety Harbor,27.99085,-82.69316,17020,Florida
5338,Samoset,27.46948,-82.54149,4346,Florida
5339,Samsula-Spruce Creek,29.05165,-81.06249,5202,Florida
5340,San Antonio,28.33611,-82.27453,1347,Florida
5341,San Carlos Park,26.4673,-81.80147,18590,Florida
5342,San Castle,26.56509,-80.06107,3495,Florida
5343,Sanford,28.80055,-81.27312,61090,Florida
5344,Sanibel,26.44897,-82.02231,6432,Florida
5345,Sarasota,27.33643,-82.53065,56160,Florida
5346,Sarasota Springs,27.30894,-82.47954,12366,Florida
5347,Satellite Beach,28.17612,-80.59005,11254,Florida
5348,Sawgrass,30.19274,-81.37064,4634,Florida
5349,Schall Circle,26.71562,-80.11504,755,Florida
5350,Scottsmoor,28.76694,-80.87811,972,Florida
5351,Sea Ranch Lakes,26.20258,-80.09393,537,Florida
5352,Sebastian,27.81642,-80.47061,25683,Florida
5353,Sebring,27.49559,-81.44091,11118,Florida
5354,Seffner,27.98363,-82.27565,8484,Florida
5355,Seminole,27.83975,-82.79121,19355,Florida
5356,Seminole Manor,26.58368,-80.10032,2634,Florida
5357,Seville,29.31692,-81.49257,1220,Florida
5358,Sewall's Point,27.19949,-80.20227,2018,Florida
5359,Shady Hills,28.41,-82.54288,12359,Florida
5360,Shalimar,30.44575,-86.57912,743,Florida
5361,Sharpes,28.43223,-80.76005,2569,Florida
5362,Siesta Key,27.30199,-82.55149,5416,Florida
5363,Silver Lake,28.84193,-81.79841,2552,Florida
5364,Silver Springs,29.21664,-82.05759,2870,Florida
5365,Silver Springs Shores,29.10442,-82.02064,25363,Florida
5366,Silver Springs Shores East,29.04945,-81.88303,716,Florida
5367,Sky Lake,28.45723,-81.39146,7431,Florida
5368,Sneads,30.70769,-84.92437,1723,Florida
5369,Solana,26.94701,-82.02592,1178,Florida
5370,Sopchoppy,30.05993,-84.48879,433,Florida
5371,Sorrento,28.80777,-81.56368,145,Florida
5372,South Apopka,28.66194,-81.50952,7688,Florida
5373,South Bay,26.66396,-80.71617,4861,Florida
5374,South Beach,27.59115,-80.34422,3204,Florida
5375,South Bradenton,27.4631,-82.58176,24972,Florida
5376,South Brooksville,28.53138,-82.40232,4488,Florida
5377,Southchase,28.39306,-81.3834,15592,Florida
5378,South Daytona,29.16582,-81.0045,13314,Florida
5379,Southeast Arcadia,27.18621,-81.85209,7664,Florida
5380,Southgate,27.3081,-82.50982,6045,Florida
5381,South Gate Ridge,27.28644,-82.49676,6125,Florida
5382,South Highpoint,27.91697,-82.71288,5744,Florida
5383,South Miami,25.7076,-80.29338,11807,Florida
5384,South Miami Heights,25.59761,-80.38061,36239,Florida
5385,South Palm Beach,26.58896,-80.03865,1459,Florida
5386,South Pasadena,27.75503,-82.7376,5329,Florida
5387,South Patrick Shores,28.20223,-80.6095,7053,Florida
5388,South Sarasota,27.28616,-82.53288,4700,Florida
5389,South Venice,27.05311,-82.42426,16426,Florida
5390,Southwest Ranches,26.0587,-80.33727,7521,Florida
5391,Springfield,30.15326,-85.61132,8054,Florida
5392,Springhill,30.76741,-86.94163,63,Florida
5393,Spring Hill,28.47689,-82.52546,114706,Florida
5394,Spring Lake,28.49361,-82.30287,469,Florida
5395,Spring Ridge,29.82184,-82.72445,229,Florida
5396,Stacey Street,26.6984,-80.12365,928,Florida
5397,Starke,29.94413,-82.10983,5809,Florida
5398,St. Augustine,29.89469,-81.31452,15132,Florida
5399,St. Augustine Beach,29.85053,-81.26535,6969,Florida
5400,St. Augustine Shores,29.8108,-81.31035,9828,Florida
5401,St. Augustine South,29.84249,-81.31448,5354,Florida
5402,St. Cloud,28.2489,-81.28118,62128,Florida
5403,Steinhatchee,29.67106,-83.38764,580,Florida
5404,St. George Island,29.65897,-84.87874,972,Florida
5405,St. James City,26.49758,-82.07843,3551,Florida
5406,St. Leo,28.33723,-82.25842,2583,Florida
5407,St. Lucie Village,27.49988,-80.34181,613,Florida
5408,St. Marks,30.16104,-84.20628,285,Florida
5409,Stock Island,24.56709,-81.73842,4906,Florida
5410,St. Pete Beach,27.72531,-82.74121,8829,Florida
5411,St. Petersburg,27.77086,-82.67927,259083,Florida
5412,Stuart,27.19755,-80.25283,17703,Florida
5413,Sugarmill Woods,28.73221,-82.50621,10629,Florida
5414,Sumatra,30.0202,-84.97908,70,Florida
5415,Sun City Center,27.71809,-82.35176,26920,Florida
5416,Suncoast Estates,26.71174,-81.86897,4308,Florida
5417,Sunny Isles Beach,25.95065,-80.12282,22125,Florida
5418,Sunrise,26.1716,-80.26163,96222,Florida
5419,Sunset,25.70594,-80.35228,14415,Florida
5420,Surfside,25.87843,-80.1256,5547,Florida
5421,Sweetwater,25.76343,-80.37311,18925,Florida
5422,Taft,28.42973,-81.36507,1525,Florida
5423,Tallahassee,30.43826,-84.28073,200289,Florida
5424,Tamarac,26.21286,-80.24977,71706,Florida
5425,Tamiami,25.75871,-80.39839,54525,Florida
5426,Tampa,27.94752,-82.45843,392893,Florida
5427,Tangelo Park,28.45584,-81.4459,3202,Florida
5428,Tangerine,28.76499,-81.63063,3659,Florida
5429,Tarpon Springs,28.14612,-82.75677,25609,Florida
5430,Tavares,28.80416,-81.72563,19752,Florida
5431,Tavernier,25.01152,-80.51506,2286,Florida
5432,Taylor Creek,27.21671,-80.7895,4478,Florida
5433,Temple Terrace,28.0353,-82.38926,27144,Florida
5434,Tequesta,26.96811,-80.12865,6120,Florida
5435,The Acreage,26.79404,-80.26749,40771,Florida
5436,The Crossings,25.67066,-80.40117,22382,Florida
5437,The Hammocks,25.67149,-80.4445,61461,Florida
5438,The Meadows,27.36171,-82.46898,5330,Florida
5439,The Villages,28.89895,-81.99374,76415,Florida
5440,Thonotosassa,28.06141,-82.30231,14278,Florida
5441,Three Lakes,25.64205,-80.39839,15367,Florida
5442,Three Oaks,26.47008,-81.79397,5158,Florida
5443,Tice,26.67479,-81.81508,5200,Florida
5444,Tierra Verde,27.69197,-82.72343,3847,Florida
5445,Tiger Point,30.37853,-87.05552,3470,Florida
5446,Tildenville,28.55972,-81.60841,55,Florida
5447,Timber Pines,28.47028,-82.60316,4935,Florida
5448,Titusville,28.61222,-80.80755,48933,Florida
5449,Town 'n' Country,28.01057,-82.57732,89679,Florida
5450,Treasure Island,27.76919,-82.76899,6562,Florida
5451,Trenton,29.61329,-82.81762,2070,Florida
5452,Trilby,28.4625,-82.19481,341,Florida
5453,Trinity,28.18085,-82.68177,18191,Florida
5454,Tropical Park,28.3797,-80.70349,1926,Florida
5455,Tyndall AFB,30.08937,-85.59914,1416,Florida
5456,Umatilla,28.92943,-81.66563,3774,Florida
5457,Union Park,28.56806,-81.28618,10334,Florida
5458,University,28.07694,-82.43332,48367,Florida
5459,University,28.58949,-81.20013,37554,Florida
5460,Upper Grand Lagoon,30.16326,-85.74076,18140,Florida
5461,Valparaiso,30.50853,-86.50273,4953,Florida
5462,Valrico,27.93789,-82.23644,39632,Florida
5463,Vamo,27.222,-82.49787,2437,Florida
5464,Venice,27.09978,-82.45426,26273,Florida
5465,Venice Gardens,27.07311,-82.4076,3423,Florida
5466,Verandah,26.69291,-81.74045,1444,Florida
5467,Vernon,30.62297,-85.71215,732,Florida
5468,Vero Beach,27.63864,-80.39727,16764,Florida
5469,Vero Beach South,27.61283,-80.41814,29506,Florida
5470,Vero Lake Estates,27.74531,-80.52783,7194,Florida
5471,Verona Walk,26.08605,-81.67974,2688,Florida
5472,Viera East,28.26223,-80.71464,12020,Florida
5473,Viera West,28.24518,-80.74031,14322,Florida
5474,Vilano Beach,29.91886,-81.29285,2351,Florida
5475,Villas,26.55035,-81.8687,13764,Florida
5476,Vineyards,26.22787,-81.70925,3518,Florida
5477,Virginia Gardens,25.81038,-80.30227,2303,Florida
5478,Wabasso,27.74836,-80.43616,1016,Florida
5479,Wabasso Beach,27.76475,-80.39894,2142,Florida
5480,Wacissa,30.35854,-83.98711,458,Florida
5481,Wahneta,27.9528,-81.72702,3943,Florida
5482,Waldo,29.78969,-82.16732,833,Florida
5483,Wallace,30.67741,-87.17997,2997,Florida
5484,Warm Mineral Springs,27.05978,-82.26009,5051,Florida
5485,Warrington,30.38409,-87.27497,16140,Florida
5486,Washington Park,26.13259,-80.18116,1461,Florida
5487,Watergate,26.33588,-80.21272,3797,Florida
5488,Watertown,30.19245,-82.61457,2525,Florida
5489,Wauchula,27.54726,-81.81147,4904,Florida
5490,Waukeenah,30.41131,-83.95294,110,Florida
5491,Wausau,30.63214,-85.58882,377,Florida
5492,Waverly,27.97891,-81.61397,158,Florida
5493,Webster,28.60999,-82.05508,818,Florida
5494,Wedgefield,28.48778,-81.07729,7912,Florida
5495,Weeki Wachee Gardens,28.53727,-82.62312,877,Florida
5496,Wekiwa Springs,28.69861,-81.42563,24049,Florida
5497,Welaka,29.47914,-81.67147,725,Florida
5498,Wellington,26.65868,-80.24144,61349,Florida
5499,Wesley Chapel,28.23973,-82.32787,65134,Florida
5500,West Bradenton,27.50254,-82.61399,4096,Florida
5501,West Canaveral Groves,28.38994,-80.84565,127,Florida
5502,Westchase,28.05502,-82.60982,24185,Florida
5503,Westchester,25.75482,-80.32727,54238,Florida
