,name,lat,lon,population,state
12193,Maple Plain,45.0088,-93.6618,1650,Minnesota
12194,Blue Jay,39.2308,-84.7441,1650,Ohio
12195,Hurley,32.6982,-108.1321,1650,New Mexico
12196,North Vacherie,30.0048,-90.7109,1650,Louisiana
12197,Aptos Hills-Larkin Valley,36.9606,-121.834,1649,California
12199,Bruceville-Eddy,31.3105,-97.2477,1648,Texas
12201,Pine Mountain,32.8522,-84.8521,1648,Georgia
12202,Fort Washakie,43.0069,-108.9205,1647,Wyoming
12203,East Helena,46.585,-111.9158,1647,Montana
12204,Cheswick,40.5428,-79.8013,1647,Pennsylvania
12206,Interlachen,29.6203,-81.8963,1646,Florida
12207,Adwolf,36.7942,-81.5937,1646,Virginia
12208,Rose Lodge,45.0187,-123.8882,1645,Oregon
12209,Dundas,44.4276,-93.2039,1645,Minnesota
12210,McCord,36.6797,-97.0346,1645,Oklahoma
12211,Braddock Hills,40.418,-79.863,1645,Pennsylvania
12212,Halifax,36.7612,-78.9279,1645,Virginia
12213,Shasta,40.5911,-122.4797,1645,California
12214,Clarkesville,34.6103,-83.5284,1644,Georgia
12217,Norris,36.2137,-84.0629,1643,Tennessee
12218,Grant Park,41.2429,-87.6353,1643,Illinois
12219,Southern View,39.7543,-89.6511,1642,Illinois
12220,Claycomo,39.1986,-94.4787,1642,Missouri
12221,Corcovado,18.461,-66.7778,1642,Puerto Rico
12222,Cumings,29.5836,-95.7966,1642,Texas
12225,Gilman,40.7626,-87.9975,1641,Illinois
12226,Groton,45.4517,-98.1,1641,South Dakota
12228,Nissequogue,40.9023,-73.1923,1640,New York
12229,South Connellsville,39.9946,-79.5804,1640,Pennsylvania
12230,Pierz,45.9772,-94.1008,1640,Minnesota
12232,Hill City,39.367,-99.846,1640,Kansas
12234,Callahan,30.5655,-81.8319,1637,Florida
12236,Palm Shores,28.1919,-80.6594,1637,Florida
12237,Lukachukai,36.4112,-109.2267,1637,Arizona
12240,Byhalia,34.869,-89.689,1636,Mississippi
12241,Hoopers Creek,35.448,-82.4294,1636,North Carolina
12242,Exmore,37.5295,-75.8283,1635,Virginia
12243,Le Grand,37.2288,-120.254,1635,California
12244,Aragon,34.0458,-85.057,1634,Georgia
12245,Gruver,36.2562,-101.4122,1634,Texas
12246,Del Carmen,18.4678,-66.849,1634,Puerto Rico
12247,Moodus,41.5047,-72.4448,1633,Connecticut
12248,Bruce,33.9909,-89.3454,1633,Mississippi
12250,New Plymouth,43.9705,-116.8189,1633,Idaho
12252,Latta,34.339,-79.4337,1632,South Carolina
12253,Sea Breeze,34.0698,-77.8965,1632,North Carolina
12254,Quinlan,32.909,-96.1312,1632,Texas
12255,State Center,42.0148,-93.1653,1631,Iowa
12257,Antwerp,41.1798,-84.7377,1631,Ohio
12258,Steele,36.0903,-89.8402,1631,Missouri
12260,West Hurley,42.0083,-74.112,1631,New York
12261,Painted Post,42.1634,-77.0925,1631,New York
12263,Cottonwood Shores,30.555,-98.3276,1630,Texas
12266,Granite,34.956,-99.3692,1629,Oklahoma
12267,Ocean Gate,39.9269,-74.1348,1629,New Jersey
12269,North Lewisburg,40.2205,-83.5581,1629,Ohio
12270,Crystal Lakes,39.8861,-84.0242,1629,Ohio
12271,Osburn,47.5055,-116.0008,1628,Idaho
12272,Gallitzin,40.481,-78.5547,1628,Pennsylvania
12273,Woodbranch,30.1813,-95.1836,1628,Texas
12274,Shawsville,37.1707,-80.2527,1628,Virginia
12276,Glen Gardner,40.7004,-74.9395,1627,New Jersey
12279,Saunders Lake,43.5214,-124.211,1623,Oregon
12280,Plum Grove,30.2007,-95.0956,1623,Texas
12281,Whitewright,33.5108,-96.3956,1623,Texas
12283,Sturgeon,40.3834,-80.2153,1623,Pennsylvania
12285,Homer City,40.5403,-79.1597,1622,Pennsylvania
12288,Shenandoah Heights,40.8319,-76.2062,1622,Pennsylvania
12289,Chester Center,41.4018,-72.4578,1622,Connecticut
12291,South Lancaster,42.4373,-71.692,1620,Massachusetts
12292,Brass Castle,40.7621,-75.014,1620,New Jersey
12293,Oronoco,44.1598,-92.5401,1620,Minnesota
12296,Manasota Key,26.9226,-82.3537,1619,Florida
12298,Averill Park,42.6393,-73.5583,1618,New York
12299,Fairlea,37.7756,-80.4582,1618,West Virginia
12300,De Kalb,33.5076,-94.6166,1617,Texas
12302,Kettle Falls,48.6055,-118.062,1617,Washington
12304,Del Rey Oaks,36.5913,-121.829,1616,California
12305,Lykens,40.5641,-76.6983,1616,Pennsylvania
12306,Shell Rock,42.7126,-92.5816,1616,Iowa
12307,Monson Center,42.099,-72.3048,1616,Massachusetts
12312,Coeburn,36.9444,-82.4698,1615,Virginia
12313,Arcade,34.0693,-83.5399,1615,Georgia
12314,Langhorne Manor,40.1657,-74.9174,1614,Pennsylvania
12315,Sylvan Springs,33.5302,-87.0312,1614,Alabama
12316,Itta Bena,33.5003,-90.3256,1614,Mississippi
12318,Woodmont,41.2282,-72.993,1614,Connecticut
12320,Avila Beach,35.1969,-120.7191,1613,California
12322,Shell Lake,45.7322,-91.9033,1613,Wisconsin
12323,Ralls,33.6788,-101.3846,1612,Texas
12325,Moody AFB,30.9714,-83.1954,1612,Georgia
12326,Sulligent,33.8912,-88.1266,1611,Alabama
12327,Minerva Park,40.077,-82.9407,1611,Ohio
12328,Valatie,42.4134,-73.6779,1611,New York
12329,Runaway Bay,33.1774,-97.8709,1611,Texas
12330,Laingsburg,42.8906,-84.35,1611,Michigan
12331,Olivet,42.444,-84.9246,1610,Michigan
12332,Harbor Hills,39.9366,-82.4343,1610,Ohio
12333,Patrick AFB,28.2346,-80.6079,1609,Florida
12335,Erin,36.316,-87.7025,1607,Tennessee
12336,Steelville,37.9696,-91.3545,1607,Missouri
12337,Parachute,39.4508,-108.0529,1607,Colorado
12340,Bakersfield Country Club,35.3899,-118.9409,1607,California
12341,Industry,40.6595,-80.4115,1607,Pennsylvania
12342,Second Mesa,35.8222,-110.4884,1606,Arizona
12344,Bogart,33.9479,-83.5341,1606,Georgia
12347,Cresson,40.4626,-78.5866,1605,Pennsylvania
12349,Poquonock Bridge,41.3379,-72.0176,1605,Connecticut
12350,Minco,35.3175,-97.9517,1605,Oklahoma
12351,Gouldtown,39.4152,-75.1912,1605,New Jersey
12353,Bowman,46.1843,-103.4029,1604,North Dakota
12354,Gotha,28.5306,-81.5191,1604,Florida
12355,West Pasco,46.2498,-119.1687,1604,Washington
12356,Estancia,34.7667,-106.0301,1604,New Mexico
12357,Silver Bay,47.2941,-91.278,1603,Minnesota
12359,West Baraboo,43.4815,-89.7718,1603,Wisconsin
12360,Peridot,33.3016,-110.4572,1603,Arizona
12361,Chadbourn,34.3251,-78.825,1602,North Carolina
12362,Espy,41.0055,-76.4164,1602,Pennsylvania
12363,Waterman,41.7683,-88.7659,1602,Illinois
12365,Golden's Bridge,41.2878,-73.6682,1601,New York
12370,Gordo,33.3221,-87.904,1599,Alabama
12372,Brodheadsville,40.9267,-75.4017,1598,Pennsylvania
12375,Neligh,42.1291,-98.03,1597,Nebraska
12376,Limestone Creek,26.9432,-80.1407,1597,Florida
12378,Crosbyton,33.6413,-101.2377,1597,Texas
12380,Searles Valley,35.77,-117.3967,1597,California
12381,Grand Marais,47.7588,-90.3445,1596,Minnesota
12382,Mountain View Ranches,35.2335,-111.4728,1596,Arizona
12383,Mount Carroll,42.0948,-89.977,1595,Illinois
12384,Franklinville,39.6194,-75.0738,1595,New Jersey
12386,Spring Green,43.1776,-90.0688,1595,Wisconsin
12387,Kalida,40.9854,-84.1946,1595,Ohio
12388,Resaca,34.5789,-84.9439,1595,Georgia
12389,Lake Brownwood,31.8176,-99.1045,1595,Texas
12390,Descanso,32.8696,-116.6279,1595,California
12392,Uhland,29.9627,-97.7952,1594,Texas
12394,East Berlin,39.9368,-76.9793,1593,Pennsylvania
12395,Evart,43.9003,-85.2751,1593,Michigan
12396,East Bronson,29.4593,-82.5905,1593,Florida
12398,West Lawn,40.3289,-75.9938,1592,Pennsylvania
12399,Dravosburg,40.3508,-79.8907,1592,Pennsylvania
12400,Duson,30.2365,-92.193,1592,Louisiana
12401,South Coventry,41.7731,-72.3084,1592,Connecticut
12403,Ridgeville,33.09,-80.3071,1592,South Carolina
12404,Grand Canyon Village,36.0474,-112.1623,1591,Arizona
12405,Fairplains,36.1954,-81.1559,1591,North Carolina
12406,Hollis,34.6897,-99.9153,1591,Oklahoma
12407,Jamesport,40.9546,-72.5807,1591,New York
12408,Woodland Hills,40.0132,-111.6558,1590,Utah
12409,Crandon,45.5686,-88.8973,1590,Wisconsin
12411,Springmont,40.3274,-76.0042,1590,Pennsylvania
12413,Harpersville,33.3184,-86.4286,1589,Alabama
12414,North Pekin,40.6114,-89.6225,1589,Illinois
12415,María Antonia,17.9783,-66.8899,1588,Puerto Rico
12416,Lockney,34.123,-101.4424,1587,Texas
12417,Bent Creek,35.5081,-82.6176,1586,North Carolina
12419,Bayou Gauche,29.8081,-90.421,1585,Louisiana
12420,Awendaw,32.9661,-79.6586,1585,South Carolina
12421,Lakemont,40.4642,-78.3922,1584,Pennsylvania
12422,Rio,38.0804,-78.4732,1584,Virginia
12426,Marmaduke,36.19,-90.385,1581,Arkansas
12427,South Windham,41.685,-72.1845,1581,Connecticut
12428,Senath,36.134,-90.1614,1580,Missouri
12429,Lone Pine,36.5774,-118.0777,1580,California
12430,Elephant Butte,33.1806,-107.2269,1580,New Mexico
12431,Rosenhayn,39.4787,-75.138,1580,New Jersey
12435,Shell Knob,36.609,-93.5967,1579,Missouri
12436,Perryopolis,40.0869,-79.7526,1578,Pennsylvania
12437,Dysart,42.1721,-92.3091,1578,Iowa
12440,Suárez,18.4311,-65.8515,1578,Puerto Rico
12442,Edmonston,38.9502,-76.9332,1577,Maryland
12443,Lusk,42.7613,-104.4584,1577,Wyoming
12445,Sedgwick,37.918,-97.4201,1577,Kansas
12446,Park River,48.391,-97.7425,1577,North Dakota
12448,Mountain Village,37.9324,-107.8577,1577,Colorado
12449,Home Garden,36.3028,-119.637,1577,California
12450,Chrisman,39.8044,-87.6749,1576,Illinois
12451,Leoti,38.4834,-101.3579,1575,Kansas
12452,Pierson,29.2401,-81.4559,1575,Florida
12453,North Lima,40.9497,-80.6611,1575,Ohio
12455,Ocean Ridge,26.5286,-80.0499,1574,Florida
12457,Pinetop Country Club,34.1164,-109.8909,1573,Arizona
12460,Ledbetter,37.0485,-88.4949,1572,Kentucky
12463,Jaguas,18.3074,-66.4777,1572,Puerto Rico
12464,Tiburones,18.4382,-66.5808,1571,Puerto Rico
12465,Haines,59.2416,-135.4549,1571,Alaska
12467,Lanark,42.1019,-89.8336,1571,Illinois
12468,Big Pine,37.1655,-118.2951,1570,California
12469,Phillips,45.6958,-90.4018,1569,Wisconsin
12470,Reidville,34.8657,-82.1063,1569,South Carolina
12471,Wallis,29.6317,-96.0638,1568,Texas
12473,Brownsboro,32.2984,-95.6131,1568,Texas
12474,Nora Springs,43.1445,-93.0093,1568,Iowa
12475,Bayou Country Club,29.7796,-90.7892,1568,Louisiana
12476,La Luz,32.9698,-105.9388,1568,New Mexico
12479,South Willard,41.3583,-112.0408,1567,Utah
12480,Samson,31.1124,-86.0462,1567,Alabama
12481,South Coatesville,39.969,-75.8135,1566,Pennsylvania
12482,Seeley Lake,47.1624,-113.4547,1566,Montana
12483,Random Lake,43.5541,-87.9548,1566,Wisconsin
12485,Upper Fruitland,36.7204,-108.3236,1566,New Mexico
12486,Farwell,34.3855,-103.0373,1565,Texas
12488,Fairforest,34.9532,-82.0157,1565,South Carolina
12489,Thornville,39.8944,-82.4203,1564,Ohio
12490,Anderson Island,47.1578,-122.7039,1564,Washington
12491,Terra Bella,35.96,-119.0387,1563,California
12492,Zeigler,37.9066,-89.0521,1563,Illinois
12493,Caney,37.014,-95.9315,1563,Kansas
12494,Royal Palm Estates,26.6817,-80.1328,1563,Florida
12495,Lacoochee,28.4655,-82.1698,1562,Florida
12496,Cornersville,35.3634,-86.8584,1562,Tennessee
12498,St. Elmo,39.021,-88.8508,1561,Illinois
12500,Ethete,43.0008,-108.723,1561,Wyoming
12501,Rancho Alegre,27.7392,-98.1027,1561,Texas
12503,Boyd,33.0843,-97.5632,1560,Texas
12504,Rockvale,35.7669,-86.521,1560,Tennessee
12507,MacArthur,37.7551,-81.2079,1559,West Virginia
12508,Wickerham Manor-Fisher,40.1771,-79.9079,1558,Pennsylvania
12511,Elizabethville,40.5472,-76.816,1557,Pennsylvania
12512,Capron,42.3986,-88.7394,1557,Illinois
12513,Marmet,38.2458,-81.5711,1557,West Virginia
12514,Cohoe,60.2681,-151.2843,1557,Alaska
12515,Robins AFB,32.6092,-83.5846,1557,Georgia
12516,Holliday,33.8141,-98.6899,1557,Texas
12517,Haymarket,38.8121,-77.6363,1556,Virginia
12519,Berino,32.069,-106.6221,1556,New Mexico
12521,Guthrie Center,41.6779,-94.4991,1556,Iowa
12522,Penn State Erie,42.1184,-79.9818,1556,Pennsylvania
12523,Red Lick,33.4766,-94.1686,1555,Texas
12524,Ben Bolt,27.6659,-98.0967,1555,Texas
12525,Lake Bryan,30.718,-96.4669,1555,Texas
12526,Mancelona,44.9024,-85.0613,1555,Michigan
12528,Punta Rassa,26.5036,-81.9998,1555,Florida
12529,Blawnox,40.4922,-79.86,1555,Pennsylvania
12530,Hooker,36.8613,-101.2162,1554,Oklahoma
12531,Osborne,39.4404,-98.6994,1554,Kansas
12533,Deshler,41.2074,-83.9055,1554,Ohio
12535,Barton,35.0653,-106.2569,1554,New Mexico
12537,Grayville,38.2554,-87.997,1554,Illinois
12538,Weber City,36.6236,-82.5632,1554,Virginia
12539,Hato Candal,18.3732,-65.7906,1554,Puerto Rico
12540,Copeland,36.6571,-94.8204,1553,Oklahoma
12541,Roodhouse,39.484,-90.374,1553,Illinois
12542,Brookston,40.6008,-86.8664,1553,Indiana
12546,Thompson Falls,47.5993,-115.3425,1551,Montana
12549,Laton,36.4314,-119.6976,1551,California
12550,Indios,17.9942,-66.821,1551,Puerto Rico
12551,Buxton,35.2511,-75.5475,1551,North Carolina
12553,Otisville,41.4714,-74.5397,1550,New York
12554,Angola on the Lake,42.655,-79.0523,1550,New York
12555,Coal Run Village,37.5372,-82.5577,1549,Kentucky
12557,Barry,39.6982,-91.0399,1549,Illinois
12558,Bement,39.923,-88.5724,1548,Illinois
12559,Pagosa Springs,37.2675,-107.0307,1548,Colorado
12562,Los Ranchos,35.2104,-120.6295,1548,California
12563,Collings Lakes,39.5939,-74.8821,1548,New Jersey
12564,Dobson,36.3928,-80.7245,1547,North Carolina
12565,Randolph,43.5397,-89.0029,1546,Wisconsin
12566,Mabscott,37.769,-81.2133,1546,West Virginia
12567,Keenesburg,40.1327,-104.538,1546,Colorado
12568,Yalaha,28.751,-81.8194,1546,Florida
12572,Cowan,35.1629,-86.0142,1545,Tennessee
12575,Chapin,34.165,-81.3446,1544,South Carolina
12576,Colmar Manor,38.9301,-76.9437,1544,Maryland
12578,Mathews,29.6821,-90.5559,1543,Louisiana
12579,Paonia,38.8698,-107.592,1542,Colorado
12581,Fall Creek,44.7639,-91.2783,1542,Wisconsin
12584,Schuylerville,43.1015,-73.5808,1541,New York
12587,Cedar Glen Lakes,39.9527,-74.3995,1540,New Jersey
12589,Marks,34.2535,-90.2723,1539,Mississippi
12590,Ashaway,41.426,-71.7852,1539,Rhode Island
12591,Pepeekeo,19.8325,-155.1056,1539,Hawaii
12592,North Bennington,42.924,-73.2411,1539,Vermont
12593,Tarkio,40.443,-95.3835,1539,Missouri
12594,Nanawale Estates,19.5035,-154.9104,1538,Hawaii
12595,St. Jacob,38.7198,-89.768,1538,Illinois
12596,Panora,41.6911,-94.3639,1537,Iowa
12597,Redway,40.1208,-123.822,1537,California
12598,Taft Southwest,27.9711,-97.4055,1537,Texas
12599,Emory,32.8766,-95.7677,1536,Texas
12600,Vienna Bend,31.7372,-93.0343,1535,Louisiana
12603,East Canton,40.7889,-81.285,1534,Ohio
12604,The Galena Territory,42.3955,-90.3184,1534,Illinois
12606,Fairbank,42.6401,-92.0477,1534,Iowa
12607,Wagner,43.0768,-98.2934,1533,South Dakota
12608,Olla,31.8981,-92.2404,1533,Louisiana
12609,El Negro,18.037,-65.8494,1533,Puerto Rico
12610,Head of the Harbor,40.8981,-73.1624,1533,New York
12611,Kersey,40.391,-104.5794,1533,Colorado
12612,Sea Bright,40.3653,-73.977,1532,New Jersey
12613,Locust Fork,33.8957,-86.6302,1532,Alabama
12615,Clara City,44.9576,-95.3671,1532,Minnesota
12616,Lake Camelot,40.6341,-89.7509,1532,Illinois
12617,Point Venture,30.3817,-98.001,1531,Texas
12619,Duncan Falls,39.8777,-81.9112,1531,Ohio
12622,Lumber City,31.933,-82.6828,1530,Georgia
12623,G. L. García,18.1258,-66.1026,1530,Puerto Rico
12624,Stamps,33.3568,-93.4955,1530,Arkansas
12625,Cascade Locks,45.6763,-121.8719,1530,Oregon
12626,Cecilia,30.3368,-91.8476,1530,Louisiana
12628,Sunriver,43.8815,-121.4368,1530,Oregon
12629,Edgeworth,40.5546,-80.1923,1529,Pennsylvania
12630,Shepherdstown,39.432,-77.8046,1529,West Virginia
12632,White Pigeon,41.7977,-85.6485,1528,Michigan
12633,Bell Acres,40.5898,-80.1738,1528,Pennsylvania
12634,Van Meter,41.5192,-93.9426,1528,Iowa
12635,Monarch Mill,34.7161,-81.5847,1528,South Carolina
12639,Vinco,40.41,-78.845,1526,Pennsylvania
12641,Red Lake,47.8701,-95.0059,1526,Minnesota
12642,Lakes East,41.3314,-73.4911,1526,Connecticut
12644,Cornell,45.1632,-91.1497,1525,Wisconsin
12646,Sneedville,36.5366,-83.2098,1524,Tennessee
12650,St. Regis Park,38.2289,-85.6158,1524,Kentucky
12653,Eagle River,45.925,-89.2561,1523,Wisconsin
12655,Southmayd,33.6231,-96.7287,1522,Texas
12656,Belleair Beach,27.9242,-82.8359,1522,Florida
12657,Teaticket,41.5624,-70.5858,1522,Massachusetts
12659,Milroy,40.7164,-77.587,1522,Pennsylvania
12660,Yates Center,37.8668,-95.7539,1522,Kansas
12661,Carbon Hill,33.8944,-87.5224,1522,Alabama
12662,Rawls Springs,31.3797,-89.3878,1522,Mississippi
12663,Deerwood,30.3153,-95.3013,1522,Texas
12664,Bingham Farms,42.5176,-83.278,1521,Michigan
12665,Coburg,44.1394,-123.0588,1521,Oregon
12666,Waterflow,36.7568,-108.4673,1521,New Mexico
12668,Island Heights,39.9424,-74.1454,1521,New Jersey
12669,Odon,38.8423,-86.9894,1521,Indiana
12670,Morrice,42.8362,-84.1833,1521,Michigan
12671,Laguna Heights,26.081,-97.2592,1521,Texas
12672,Smethport,41.8075,-78.4439,1521,Pennsylvania
12674,Conashaugh Lakes,41.3041,-74.9933,1521,Pennsylvania
12675,Laguna Park,31.8643,-97.3861,1520,Texas
12679,Hudson Lake,41.7174,-86.5476,1520,Indiana
12680,Pine Knot,36.6648,-84.4395,1519,Kentucky
12682,Catawissa,40.9531,-76.4604,1518,Pennsylvania
12683,Rural Retreat,36.901,-81.2765,1518,Virginia
12684,Victory Lakes,39.6305,-74.9663,1517,New Jersey
12685,Oolitic,38.8935,-86.5254,1517,Indiana
12686,Clarks Green,41.5009,-75.6952,1516,Pennsylvania
12687,Greenland,35.9963,-94.19,1516,Arkansas
12690,Ferron,39.0914,-111.1337,1516,Utah
12691,Pine Prairie,30.7818,-92.4223,1516,Louisiana
12692,Biola,36.7999,-120.021,1515,California
12693,Skyline Acres,39.2282,-84.5661,1515,Ohio
12694,Navarre Beach,30.383,-86.8874,1515,Florida
12695,Mount Gay-Shamrock,37.8512,-82.023,1515,West Virginia
12696,North Charleroi,40.15,-79.9084,1515,Pennsylvania
12698,Raubsville,40.6295,-75.2024,1514,Pennsylvania
12699,Banks Springs,32.0764,-92.085,1514,Louisiana
12701,Linn,38.4788,-91.845,1514,Missouri
12702,Judson,34.8335,-82.4272,1513,South Carolina
12703,Black Point-Green Point,38.1121,-122.5194,1513,California
12704,Sarcoxie,37.0682,-94.1256,1513,Missouri
12705,Brooklyn Heights,41.418,-81.6681,1513,Ohio
12706,Summerdale,30.4783,-87.6904,1512,Alabama
12707,Cementon,40.689,-75.5161,1512,Pennsylvania
12708,Standish,43.9794,-83.9637,1511,Michigan
12709,Ruhenstroth,38.8913,-119.6833,1511,Nevada
12710,Ballard,40.2949,-109.9493,1511,Utah
12711,Pandora,40.9474,-83.9567,1511,Ohio
12712,Taos Pueblo,36.4657,-105.5634,1510,New Mexico
12713,Chevy Chase Heights,40.6403,-79.1456,1510,Pennsylvania
12715,Great Falls Crossing,38.9808,-77.3256,1510,Virginia
12718,Monument Hills,38.6641,-121.8754,1508,California
12719,Fair Grove,37.3833,-93.1522,1508,Missouri
12720,Pomeroy,39.0292,-82.0336,1508,Ohio
12721,South Woodstock,41.9312,-71.9555,1508,Connecticut
12722,Cambridge City,39.8125,-85.1703,1508,Indiana
12723,High Rolls,32.9388,-105.8214,1508,New Mexico
12724,Holiday Valley,39.8536,-83.962,1507,Ohio
12725,Sunnyside-Tahoe City,39.1507,-120.1596,1507,California
12726,Robersonville,35.8247,-77.2533,1506,North Carolina
12727,Twin Grove,40.4857,-89.0993,1506,Illinois
12728,Cienega Springs,34.2009,-114.2089,1506,Arizona
12733,Whitmire,34.5041,-81.6144,1503,South Carolina
12734,Sackets Harbor,43.9418,-76.1182,1503,New York
12735,Crugers,41.2279,-73.9259,1503,New York
12736,Arbury Hills,41.5353,-87.8461,1502,Illinois
12738,Lake Dalecarlia,41.337,-87.4037,1501,Indiana
12739,Catawba,34.8464,-80.9061,1501,South Carolina
12740,Lake Waccamaw,34.3141,-78.5117,1501,North Carolina
12743,Lake Lure,35.4404,-82.2065,1500,North Carolina
12745,Prudhoe Bay,70.3148,-148.7167,1500,Alaska
12746,Hartington,42.6205,-97.2672,1499,Nebraska
12747,Loch Sheldrake,41.7702,-74.657,1499,New York
12748,LeChee,36.871,-111.4328,1499,Arizona
12749,Walford,41.8799,-91.8306,1498,Iowa
12750,East Dubuque,42.4888,-90.6278,1498,Illinois
12752,Tennille,32.9359,-82.8134,1498,Georgia
12753,Mio,44.6605,-84.1418,1497,Michigan
12755,Centre Hall,40.8448,-77.685,1496,Pennsylvania
12757,River Hills,43.1716,-87.9353,1496,Wisconsin
12760,Napavine,46.5843,-122.9007,1495,Washington
12761,Holstein,42.487,-95.5428,1495,Iowa
12762,Río Cañas Abajo,18.0396,-66.4683,1495,Puerto Rico
12763,Moravian Falls,36.1073,-81.1807,1495,North Carolina
12765,Dale,38.1769,-86.9802,1493,Indiana
12766,Harmony,41.8964,-71.6052,1493,Rhode Island
12767,Brackettville,29.3181,-100.4109,1492,Texas
12768,Parklawn,37.6071,-120.9803,1492,California
12770,Coal Fork,38.3185,-81.5229,1490,West Virginia
12772,West Chatham,41.6804,-69.9918,1490,Massachusetts
12773,Thunder Mountain,35.1009,-106.2278,1490,New Mexico
12774,Keystone Heights,29.7812,-82.034,1489,Florida
12776,Francis,40.6102,-111.2729,1489,Utah
12778,Rosanky,29.9537,-97.3065,1488,Texas
12780,Bard College,42.0227,-73.9094,1488,New York
12783,Meadview,35.9532,-114.0789,1487,Arizona
12784,Poplar Plains,41.1714,-73.3771,1487,Connecticut
12785,Lapwai,46.4034,-116.8041,1486,Idaho
12786,Leona Valley,34.6147,-118.299,1486,California
12790,Chadds Ford,39.8742,-75.604,1485,Pennsylvania
12791,Spring Hope,35.9441,-78.109,1484,North Carolina
12792,Roxana,38.8315,-90.0464,1484,Illinois
12793,Canton Valley,41.8316,-72.8977,1484,Connecticut
12794,Tallaboa Alta,18.0504,-66.702,1483,Puerto Rico
12795,Osgood,39.1286,-85.2929,1483,Indiana
12796,Lenox,40.8835,-94.5583,1483,Iowa
12797,St. Michaels,38.7883,-76.2244,1483,Maryland
12798,Arp,32.2279,-95.0534,1483,Texas
12800,Conway Springs,37.3899,-97.643,1483,Kansas
12802,Beulaville,34.9228,-77.7724,1482,North Carolina
12803,Yacolt,45.8652,-122.4062,1482,Washington
12804,Luther,35.6682,-97.1905,1481,Oklahoma
12806,Southside Place,29.7089,-95.4366,1480,Texas
12807,Eustace,32.3076,-96.0138,1480,Texas
12809,Towamensing Trails,40.995,-75.5826,1480,Pennsylvania
12810,Pine Grove Mills,40.7315,-77.8884,1480,Pennsylvania
12811,Río Blanco,18.2123,-65.793,1480,Puerto Rico
12812,Strawberry Point,42.6805,-91.5349,1479,Iowa
12815,Luis M. Cintrón,18.3008,-65.6371,1479,Puerto Rico
12820,Kaumakani,21.9187,-159.624,1476,Hawaii
12821,Payne,41.0797,-84.7272,1476,Ohio
12822,Blue Mountain,34.6739,-89.0262,1475,Mississippi
12823,McArthur,39.2468,-82.4786,1475,Ohio
12824,Conestee,34.7638,-82.3497,1475,South Carolina
12825,Ash Grove,37.3176,-93.5809,1474,Missouri
12829,Wellman,41.4693,-91.8353,1474,Iowa
12830,Mishicot,44.2303,-87.6423,1474,Wisconsin
12833,Nescopeck,41.053,-76.2123,1472,Pennsylvania
12834,Appalachia,36.9098,-82.7882,1472,Virginia
12836,Sawyerwood,41.0344,-81.4412,1472,Ohio
12837,Rodney Village,39.1283,-75.5396,1472,Delaware
12838,Birchwood Lakes,41.2513,-74.9103,1472,Pennsylvania
12839,Kingsford Heights,41.4784,-86.693,1471,Indiana
12840,Vernon Center,41.1874,-74.5015,1471,New Jersey
12841,Loma,39.2075,-108.805,1471,Colorado
12842,Haven,37.9016,-97.7831,1471,Kansas
12843,Advance,35.9468,-80.4045,1471,North Carolina
12844,Joanna,34.4149,-81.8086,1470,South Carolina
12847,Burkesville,36.7906,-85.3675,1470,Kentucky
12848,Woodbury Center,41.5439,-73.2048,1470,Connecticut
12850,Cana,36.5816,-80.6688,1469,Virginia
12851,Montegut,29.4656,-90.5617,1469,Louisiana
12852,South Gull Lake,42.3901,-85.4008,1468,Michigan
12853,West Carthage,43.973,-75.6219,1468,New York
12854,Tyhee,42.9552,-112.4561,1468,Idaho
12856,Kayak Point,48.1387,-122.3342,1468,Washington
12857,Carter,32.9139,-97.7343,1467,Texas
12859,Brocton,42.3898,-79.4428,1467,New York
12860,Smith Center,39.774,-98.7831,1467,Kansas
12861,Jackson Center,40.4385,-84.0413,1467,Ohio
12863,Millbury,41.5648,-83.4255,1466,Ohio
12865,Boyce,31.3907,-92.67,1466,Louisiana
12866,Dallesport,45.6316,-121.1749,1465,Washington
12868,Lake Marcel-Stillwater,47.6926,-121.9151,1465,Washington
12870,Stinnett,35.8231,-101.4436,1465,Texas
12873,Tuscarawas,40.3932,-81.4005,1464,Ohio
12874,Ovid,43.0031,-84.3742,1463,Michigan
12875,Hackleburg,34.2693,-87.8303,1463,Alabama
12876,Iota,30.326,-92.4956,1463,Louisiana
12879,Coldstream,39.0479,-84.3475,1461,Ohio
12881,Shoreacres,29.6203,-95.0191,1460,Texas
12885,Taft Heights,35.1337,-119.4711,1459,California
12886,Omao,21.9236,-159.4814,1459,Hawaii
12887,Halsey,44.3827,-123.111,1458,Oregon
12888,Limestone,41.1337,-87.9599,1458,Illinois
12890,New Fairview,33.1124,-97.4456,1457,Texas
12891,Key Vista,28.1946,-82.7703,1457,Florida
12892,Hughestown,41.3289,-75.77,1457,Pennsylvania
12893,Fowlkes,35.972,-89.388,1457,Tennessee
12894,Hasson Heights,41.4487,-79.6766,1456,Pennsylvania
12896,Pheasant Run,41.2072,-82.1481,1456,Ohio
12897,Tsaile,36.3033,-109.2157,1456,Arizona
12898,Rockaway Beach,45.6186,-123.9398,1456,Oregon
12899,Fairmount Heights,38.9016,-76.9153,1455,Maryland
12901,Sonoma State University,38.3406,-122.6729,1455,California
12902,Westwood Shores,30.9376,-95.3254,1455,Texas
