,name,lat,lon,population,state
120,Escondido,33.1192,-117.0864,19149,CA
121,Julian,33.0534,-116.5658,2221,CA
122,La Jolla,32.8455,-117.2521,39724,CA
123,La Jolla,32.8473,-117.2742,39724,CA
124,La Jolla,32.8473,-117.2742,39724,CA
125,Lakeside,32.8562,-116.9201,46261,CA
126,Escondido,33.1192,-117.0864,46261,CA
127,Oceanside,33.1959,-117.3795,46261,CA
128,Oceanside,33.1959,-117.3795,46261,CA
129,Oceanside,33.1959,-117.3795,46261,CA
130,Oceanside,33.2072,-117.3573,42173,CA
131,Camp Pendleton,33.2433,-117.3768,12120,CA
132,Oceanside,33.1968,-117.2831,53845,CA
133,Oceanside,33.2407,-117.3025,58347,CA
134,Oceanside,33.1959,-117.3795,45894,CA
135,Pala,33.3777,-117.0717,1456,CA
136,Palomar Mountain,33.3228,-116.8786,92,CA
137,Pauma Valley,33.3063,-116.9596,2376,CA
138,Poway,32.9756,-117.0402,49933,CA
139,Ramona,33.0293,-116.8535,36309,CA
140,Ranchita,33.21,-116.5167,572,CA
141,Rancho Santa Fe,33.005,-117.2157,8756,CA
142,San Luis Rey,33.232,-117.3236,8756,CA
143,San Marcos,33.1444,-117.1697,51447,CA
144,Santa Ysabel,33.1476,-116.6963,829,CA
145,Santee,32.8486,-116.9862,57511,CA
146,Santee,32.8384,-116.9739,57511,CA
147,Poway,32.9628,-117.0359,57511,CA
148,Solana Beach,32.9937,-117.2598,12624,CA
149,San Marcos,33.1193,-117.185,49034,CA
150,San Marcos,33.1434,-117.1661,49034,CA
151,Vista,33.1644,-117.2403,29405,CA
152,Valley Center,33.249,-117.0122,18065,CA
153,Vista,33.1978,-117.2482,39043,CA
154,Vista,33.2131,-117.2243,51419,CA
155,Vista,33.2,-117.2425,51419,CA
156,Warner Springs,33.3096,-116.6527,1544,CA
157,Fallbrook,33.3764,-117.2511,1544,CA
158,Rancho Santa Fe,32.9623,-117.0462,1343,CA
159,La Jolla,32.8473,-117.2742,1343,CA
160,La Jolla,32.8473,-117.2742,1343,CA
161,San Marcos,33.1434,-117.1661,1343,CA
162,San Diego,32.7185,-117.1593,39313,CA
163,San Diego,32.7139,-117.1219,44500,CA
164,San Diego,32.7466,-117.1636,34878,CA
165,San Diego,32.7454,-117.1272,45202,CA
166,San Diego,32.7423,-117.0947,72848,CA
167,San Diego,32.7272,-117.2268,19080,CA
168,San Diego,32.7425,-117.2433,31148,CA
169,San Diego,32.7783,-117.1335,22565,CA
170,San Diego,32.7969,-117.2405,48417,CA
171,San Diego,32.7635,-117.2028,29911,CA
172,San Diego,32.7972,-117.1708,49369,CA
173,San Diego,32.7153,-117.1573,49369,CA
174,San Diego,32.697,-117.1153,55623,CA
175,San Diego,32.7059,-117.0524,70039,CA
176,San Diego,32.7607,-117.0721,65853,CA
177,San Diego,32.7624,-117.1242,33767,CA
178,San Diego,32.8239,-117.1965,56173,CA
179,Coronado,32.6807,-117.1698,22484,CA
180,San Diego,32.8036,-117.0261,23990,CA
181,San Diego,32.7958,-117.0707,29142,CA
182,San Diego,32.8919,-117.2035,4655,CA
183,San Diego,32.8577,-117.2115,48438,CA
184,San Diego,32.7973,-117.1392,31216,CA
185,San Diego,32.8201,-117.0986,32170,CA
186,San Diego,32.9161,-117.1402,82572,CA
187,San Diego,33.0279,-117.0856,48721,CA
188,San Diego,33.0067,-117.069,51066,CA
189,San Diego,32.9652,-117.1213,54986,CA
190,San Diego,32.9555,-117.2252,55316,CA
191,San Diego,32.9123,-117.0898,34359,CA
192,San Diego,32.6437,-117.1384,0,CA
193,San Diego,32.7242,-117.1466,280,CA
194,San Diego,32.7153,-117.1573,646,CA
195,San Diego,32.6834,-117.1219,646,CA
196,San Diego,32.8538,-117.1197,646,CA
197,San Diego,32.7153,-117.1573,646,CA
198,San Diego,32.6806,-117.0474,37040,CA
199,San Diego,32.7434,-117.2004,3669,CA
200,San Diego,32.7153,-117.1573,3669,CA
201,San Ysidro,33.2553,-116.5664,3669,CA
202,San Diego,32.8891,-117.1005,2389,CA
203,San Diego,32.7153,-117.1573,551,CA
204,San Diego,32.7153,-117.1573,551,CA
205,San Diego,32.7153,-117.1573,551,CA
206,San Diego,32.7153,-117.1573,551,CA
207,San Diego,32.7153,-117.1573,551,CA
208,San Diego,32.5753,-117.0707,86811,CA
209,San Diego,32.6716,-117.1657,490,CA
210,San Diego,32.7153,-117.1573,490,CA
211,San Diego,32.7153,-117.1573,490,CA
212,San Diego,32.7153,-117.1573,490,CA
213,San Diego,32.8718,-117.2291,490,CA
214,San Diego,32.7153,-117.1573,490,CA
215,San Diego,32.7153,-117.1573,490,CA
216,San Diego,32.7153,-117.1573,490,CA
217,San Diego,32.7153,-117.1573,490,CA
218,San Diego,32.7153,-117.1573,490,CA
219,San Diego,32.7153,-117.1573,490,CA
220,San Diego,32.7153,-117.1573,490,CA
221,San Diego,32.7153,-117.1573,490,CA
222,San Diego,32.7153,-117.1573,490,CA
223,San Ysidro,32.5626,-117.043,31866,CA
224,San Diego,32.7153,-117.1573,31866,CA
225,San Diego,32.7153,-117.1573,31866,CA
226,San Diego,32.7153,-117.1573,31866,CA
227,San Diego,32.7153,-117.1573,31866,CA
228,Coronado,32.6859,-117.1831,31866,CA
229,San Diego,32.7153,-117.1573,31866,CA
230,San Diego,32.7751,-117.0762,31866,CA
231,San Diego,32.7153,-117.1573,31866,CA
232,San Diego,32.7153,-117.1573,31866,CA
233,San Diego,32.7153,-117.1573,31866,CA
234,San Diego,32.7153,-117.1573,31866,CA
235,San Diego,32.7153,-117.1573,31866,CA
236,San Diego,32.7153,-117.1573,31866,CA
237,San Diego,32.7153,-117.1573,31866,CA
238,San Diego,32.7153,-117.1573,31866,CA
239,San Diego,32.7153,-117.1573,31866,CA
240,San Diego,32.7153,-117.1573,31866,CA
241,San Diego,32.7516,-117.1918,31866,CA
242,San Francisco,37.7813,-122.4167,31067,CA
243,San Francisco,37.7725,-122.4147,28735,CA
244,San Francisco,37.7915,-122.4018,546,CA
245,San Francisco,37.7864,-122.3892,9155,CA
246,San Francisco,37.7621,-122.3971,29689,CA
247,San Francisco,37.7929,-122.4079,14550,CA
248,San Francisco,37.7917,-122.4186,56677,CA
249,San Francisco,37.7509,-122.4153,74161,CA
250,San Francisco,37.7974,-122.4001,3620,CA
251,San Francisco,37.7195,-122.4411,85166,CA
252,San Francisco,37.7587,-122.433,34754,CA
253,San Francisco,37.7856,-122.4358,35004,CA
254,San Francisco,37.7441,-122.4863,47823,CA
255,San Francisco,37.7712,-122.4413,44239,CA
256,San Francisco,37.7812,-122.4614,41468,CA
257,San Francisco,37.7749,-122.4194,41468,CA
258,San Francisco,37.7749,-122.4194,41468,CA
259,San Francisco,37.7786,-122.4892,43795,CA
260,San Francisco,37.7593,-122.4836,62131,CA
261,San Francisco,37.7999,-122.4342,25941,CA
262,San Francisco,37.7309,-122.3886,35363,CA
263,San Francisco,37.7749,-122.4194,35363,CA
264,San Francisco,37.7749,-122.4194,35363,CA
265,San Francisco,37.7354,-122.4571,21423,CA
266,San Francisco,37.8005,-122.465,3994,CA
267,San Francisco,37.8231,-122.3693,3064,CA
268,San Francisco,37.745,-122.4383,29902,CA
269,San Francisco,37.7211,-122.4754,31488,CA
270,San Francisco,37.8002,-122.4091,26527,CA
271,San Francisco,37.719,-122.4096,42471,CA
272,San Francisco,37.7749,-122.4194,42471,CA
273,San Francisco,37.7749,-122.4194,42471,CA
274,San Francisco,37.7749,-122.4194,42471,CA
275,San Francisco,37.7749,-122.4194,42471,CA
276,San Francisco,37.7749,-122.4194,42471,CA
277,San Francisco,37.7631,-122.4586,42471,CA
278,San Francisco,37.7749,-122.4194,42471,CA
279,San Francisco,37.7749,-122.4194,42471,CA
280,San Francisco,37.7749,-122.4194,42471,CA
281,San Francisco,37.7749,-122.4194,42471,CA
282,San Francisco,37.7749,-122.4194,42471,CA
283,San Francisco,37.7694,-122.3867,7291,CA
284,San Francisco,37.7749,-122.4194,7291,CA
285,San Francisco,37.7749,-122.4194,7291,CA
286,San Francisco,37.7749,-122.4194,7291,CA
287,San Francisco,37.7749,-122.4194,7291,CA
288,San Francisco,37.7749,-122.4194,7291,CA
289,San Francisco,37.7749,-122.4194,7291,CA
290,San Francisco,37.7749,-122.4194,7291,CA
291,San Francisco,37.7749,-122.4194,7291,CA
292,Stockton,37.958,-121.2876,48854,CA
293,Stockton,37.9606,-121.2871,6001,CA
294,Stockton,37.9532,-121.3116,15775,CA
295,Stockton,37.9743,-121.3154,28425,CA
296,Stockton,37.9625,-121.2624,38544,CA
297,Stockton,37.9177,-121.3123,64034,CA
298,Stockton,38.0024,-121.3238,51879,CA
299,Stockton,37.9304,-121.436,51879,CA
300,Stockton,38.0377,-121.3445,44313,CA
301,Stockton,38.025,-121.2972,41117,CA
302,Stockton,37.9809,-121.311,1629,CA
303,Stockton,38.0315,-121.2589,28049,CA
304,Stockton,37.9054,-121.2222,28049,CA
305,Stockton,37.9053,-121.2262,28049,CA
306,Stockton,37.9551,-121.2041,24371,CA
307,Stockton,38.01,-121.3698,29668,CA
308,Acampo,38.2004,-121.2186,7538,CA
309,Clements,38.1929,-121.0811,842,CA
310,Farmington,37.9299,-121.0002,597,CA
311,French Camp,37.878,-121.2827,5092,CA
312,Holt,37.9344,-121.4261,113,CA
313,Linden,38.032,-121.0493,4223,CA
314,Lockeford,38.1613,-121.1424,3531,CA
315,Lodi,38.1222,-121.2555,48838,CA
316,Lodi,38.1327,-121.2724,48838,CA
317,Lodi,38.1308,-121.3345,26235,CA
318,Victor,38.138,-121.205,15703,CA
319,Woodbridge,38.1551,-121.3086,3881,CA
320,Stockton,38.0003,-121.3174,3881,CA
321,Stockton,38.0187,-121.3225,3881,CA
322,Stockton,37.9577,-121.2908,3881,CA
323,Stockton,38.0025,-121.324,3881,CA
324,Tracy,37.7319,-121.4096,14539,CA
325,Escalon,37.7983,-121.0006,13094,CA
326,Lathrop,37.8209,-121.2827,21552,CA
327,Manteca,37.8134,-121.2132,47612,CA
328,Manteca,37.7808,-121.2344,37706,CA
329,Ripon,37.7491,-121.1284,17654,CA
330,Tracy,37.7383,-121.4345,53542,CA
331,Tracy,37.6567,-121.4955,32501,CA
332,Tracy,37.6761,-121.433,32501,CA
333,Vernalis,37.6176,-121.2581,440,CA
334,Tracy,37.7695,-121.5397,16562,CA
335,Thornton,38.2261,-121.4236,1209,CA
336,San Luis Obispo,35.2635,-120.6509,28423,CA
337,Los Osos,35.3172,-120.8333,16350,CA
338,San Luis Obispo,35.2828,-120.6596,16350,CA
339,San Luis Obispo,35.2901,-120.6817,36550,CA
340,San Luis Obispo,35.2828,-120.6596,36550,CA
341,San Luis Obispo,35.2828,-120.6596,36550,CA
342,San Luis Obispo,35.2828,-120.6596,36550,CA
343,San Luis Obispo,35.2211,-120.6364,36550,CA
344,San Luis Obispo,35.3471,-120.4553,0,CA
345,Los Osos,35.3111,-120.8324,0,CA
346,Arroyo Grande,35.1661,-120.4651,30136,CA
347,Arroyo Grande,35.1186,-120.5907,30136,CA
348,Atascadero,35.4754,-120.6638,33806,CA
349,Atascadero,35.4282,-120.7695,33806,CA
350,Avila Beach,35.18,-120.7318,776,CA
351,Cambria,35.5566,-121.084,5981,CA
352,Cayucos,35.4446,-120.8908,2947,CA
353,Creston,35.4779,-120.4361,1125,CA
354,Grover Beach,35.121,-120.6173,13538,CA
355,Harmony,35.4919,-120.9763,7350,CA
356,Morro Bay,35.3795,-120.8447,10976,CA
357,Morro Bay,35.3658,-120.8499,10976,CA
358,Nipomo,35.0298,-120.4894,20775,CA
359,Oceano,35.1019,-120.608,7383,CA
360,Paso Robles,35.6406,-120.7003,44753,CA
361,Paso Robles,35.7562,-120.6935,44753,CA
362,Pismo Beach,35.1428,-120.6413,44753,CA
363,Pismo Beach,35.1578,-120.6522,8116,CA
364,San Miguel,35.9004,-120.5929,4089,CA
365,San Simeon,35.6668,-121.144,795,CA
366,Santa Margarita,35.3584,-120.2596,2953,CA
367,Shandon,35.6513,-120.372,1451,CA
368,Templeton,35.5551,-120.7107,8914,CA
369,Oceano,35.1004,-120.6111,8914,CA
370,Grover Beach,35.1216,-120.6213,8914,CA
371,Belmont,37.5174,-122.2927,27202,CA
372,Brisbane,37.6811,-122.4001,4692,CA
373,Burlingame,37.5671,-122.3676,42730,CA
374,Burlingame,37.5841,-122.3661,42730,CA
375,Daly City,37.6875,-122.4388,49515,CA
376,Daly City,37.6787,-122.478,64887,CA
377,Daly City,37.7058,-122.4619,64887,CA
378,Daly City,37.7058,-122.4619,64887,CA
379,El Granada,37.5101,-122.4734,64887,CA
380,Half Moon Bay,37.4791,-122.4459,20314,CA
381,La Honda,37.2726,-122.2495,1334,CA
382,Loma Mar,37.2708,-122.2807,436,CA
383,Menlo Park,37.4396,-122.1864,42788,CA
384,Menlo Park,37.3811,-122.3348,42788,CA
385,Atherton,37.4563,-122.2002,7444,CA
386,Portola Valley,37.3702,-122.2182,6868,CA
387,Millbrae,37.6004,-122.402,22710,CA
388,Montara,37.5428,-122.5052,2692,CA
389,Moss Beach,37.531,-122.5068,3687,CA
390,Pacifica,37.6196,-122.4816,39065,CA
391,Pescadero,37.2065,-122.3649,1081,CA
392,Redwood City,37.4647,-122.2304,39624,CA
393,Redwood City,37.4245,-122.296,27757,CA
394,Redwood City,37.4815,-122.2091,34503,CA
395,Redwood City,37.3811,-122.3348,34503,CA
396,Redwood City,37.5331,-122.2486,12579,CA
397,San Bruno,37.6247,-122.429,43124,CA
398,San Carlos,37.4969,-122.2674,31049,CA
399,San Gregorio,37.3255,-122.3556,197,CA
400,South San Francisco,37.6574,-122.4235,67597,CA
401,South San Francisco,37.6547,-122.4077,67597,CA
402,San Francisco,37.6216,-122.3929,135,CA
403,Palo Alto,37.4673,-122.1388,48039,CA
404,San Mateo,37.5735,-122.3225,35414,CA
405,San Mateo,37.5507,-122.3276,25764,CA
406,San Mateo,37.5395,-122.2998,44300,CA
407,San Mateo,37.5538,-122.27,36905,CA
408,San Mateo,37.5347,-122.3259,36905,CA
409,Carpinteria,34.4036,-119.5183,16644,CA
410,Carpinteria,34.3989,-119.5185,16644,CA
411,Summerland,34.4214,-119.5965,454,CA
412,Santa Barbara,34.4197,-119.7078,31624,CA
413,Santa Barbara,34.4208,-119.6982,31624,CA
414,Santa Barbara,34.4291,-119.6833,20353,CA
415,Santa Barbara,34.4369,-119.7285,27515,CA
416,Santa Barbara,34.4329,-119.8371,27515,CA
417,Santa Barbara,34.4218,-119.8637,27515,CA
418,Santa Barbara,34.4378,-119.6159,10896,CA
419,Santa Barbara,34.4038,-119.7194,11573,CA
420,Santa Barbara,34.4418,-119.7647,16660,CA
421,Santa Barbara,34.4453,-119.8025,17263,CA
422,Goleta,34.4358,-119.8276,17263,CA
423,Goleta,34.4296,-119.8612,58431,CA
424,Goleta,34.4358,-119.8276,58431,CA
425,Santa Barbara,34.4208,-119.6982,58431,CA
426,Santa Barbara,34.4208,-119.6982,58431,CA
427,Santa Barbara,34.4208,-119.6982,58431,CA
428,Santa Barbara,34.4208,-119.6982,58431,CA
429,Santa Barbara,34.4208,-119.6982,58431,CA
430,Santa Barbara,34.4208,-119.6982,58431,CA
431,Santa Barbara,34.4208,-119.6982,58431,CA
432,Goleta,34.2628,-119.8486,58431,CA
433,New Cuyama,34.9967,-119.8238,858,CA
434,Buellton,34.6209,-120.1922,6071,CA
435,Casmalia,34.8458,-120.535,111,CA
436,Guadalupe,34.96,-120.5703,7350,CA
437,Lompoc,34.6583,-120.4506,56406,CA
438,Lompoc,34.7532,-120.5171,3379,CA
439,Lompoc,34.6392,-120.4579,3379,CA
440,Los Alamos,34.7457,-120.2049,1648,CA
441,Los Olivos,34.6678,-120.1149,1013,CA
442,Santa Maria,34.9545,-120.4325,40604,CA
443,Santa Maria,34.8286,-120.4268,45116,CA
444,Santa Maria,34.953,-120.4357,45116,CA
445,Santa Maria,34.953,-120.4357,45116,CA
446,Santa Maria,34.9535,-120.4957,57369,CA
447,Santa Ynez,34.624,-120.0713,4929,CA
448,Solvang,34.6488,-120.1701,8025,CA
449,Solvang,34.6744,-120.1115,8025,CA
450,Los Altos,37.3814,-122.1258,19378,CA
451,Los Altos,37.3852,-122.1141,19378,CA
452,Los Altos,37.3547,-122.0862,23961,CA
453,Mountain View,37.3861,-122.0839,22710,CA
454,Mountain View,37.3861,-122.0839,3687,CA
455,Mountain View,37.3855,-122.088,35845,CA
456,Mountain View,37.3893,-122.0783,14394,CA
457,Mountain View,37.3861,-122.0839,14394,CA
458,Mountain View,37.4056,-122.0775,31488,CA
459,Sunnyvale,37.3886,-122.0177,23612,CA
460,Sunnyvale,37.3764,-122.0238,49630,CA
461,Sunnyvale,37.3502,-122.0349,57219,CA
462,Sunnyvale,37.3688,-122.0363,57219,CA
463,Sunnyvale,37.3983,-122.0006,22313,CA
464,Palo Alto,37.4443,-122.1497,17191,CA
465,Palo Alto,37.4419,-122.143,17191,CA
466,Palo Alto,37.4334,-122.1842,3902,CA
467,Stanford,37.4236,-122.1619,15730,CA
468,Palo Alto,37.418,-122.1274,27549,CA
469,Palo Alto,37.4419,-122.143,27549,CA
470,Alviso,37.426,-121.9736,2146,CA
471,Campbell,37.2803,-121.9539,46513,CA
472,Campbell,37.2872,-121.9488,46513,CA
473,Campbell,37.294,-121.9571,9030,CA
474,Coyote,37.2123,-121.7416,77,CA
475,Cupertino,37.318,-122.0449,62430,CA
476,Cupertino,37.323,-122.0527,62430,CA
477,Gilroy,37.0139,-121.5773,63852,CA
478,Gilroy,37.0095,-121.5705,63852,CA
479,Holy City,37.1584,-121.986,52646,CA
480,Los Gatos,37.2296,-121.9834,13288,CA
481,Los Gatos,37.1574,-121.9676,13288,CA
482,Los Gatos,37.2417,-121.9554,26281,CA
483,Los Gatos,37.1539,-121.9816,9597,CA
484,Milpitas,37.4352,-121.895,77562,CA
485,Milpitas,37.424,-121.906,77562,CA
486,Morgan Hill,37.1353,-121.6501,51652,CA
487,Morgan Hill,37.1525,-121.6722,51652,CA
488,New Almaden,37.1771,-121.8207,353,CA
489,Redwood Estates,37.1584,-121.986,732,CA
490,San Martin,37.0911,-121.5999,6025,CA
491,Santa Clara,37.3492,-121.953,39452,CA
492,Santa Clara,37.3483,-121.9844,58123,CA
493,Santa Clara,37.3522,-121.9583,58123,CA
494,Santa Clara,37.3498,-121.9378,3678,CA
495,Santa Clara,37.3924,-121.9623,24264,CA
496,Santa Clara,37.3451,-121.9769,24264,CA
497,Santa Clara,37.3997,-121.9608,24264,CA
498,Saratoga,37.2713,-122.0227,31308,CA
499,Saratoga,37.2593,-122.0302,31308,CA
500,San Jose,37.3894,-121.8868,86703,CA
501,San Jose,37.3378,-121.8908,86703,CA
502,San Jose,37.3378,-121.8908,86703,CA
503,San Jose,37.3378,-121.8908,86703,CA
504,San Jose,37.3378,-121.8908,86703,CA
505,San Jose,37.3391,-121.9016,20203,CA
506,San Jose,37.2827,-121.8265,62392,CA
507,San Jose,37.3476,-121.887,61060,CA
508,San Jose,37.3329,-121.8916,1939,CA
509,San Jose,37.3378,-121.8908,1939,CA
510,San Jose,37.3518,-121.8508,56481,CA
511,San Jose,37.3108,-121.9623,29592,CA
512,San Jose,37.2568,-121.8896,32560,CA
513,San Jose,37.2329,-121.7875,10472,CA
514,San Jose,37.2144,-121.8574,37774,CA
515,San Jose,37.3042,-121.8099,38102,CA
516,San Jose,37.3293,-121.8339,57780,CA
517,San Jose,37.2458,-121.8306,67186,CA
518,San Jose,37.2563,-121.9229,51170,CA
519,San Jose,37.296,-121.8939,53574,CA
520,San Jose,37.3249,-121.9153,35988,CA
521,San Jose,37.3692,-121.8208,65686,CA
522,San Jose,37.3163,-121.9356,37665,CA
523,San Jose,37.3066,-122.0002,39828,CA
524,San Jose,37.2886,-121.9818,14863,CA
525,San Jose,37.3864,-121.88,31170,CA
526,San Jose,37.4031,-121.8585,41844,CA
527,San Jose,37.3729,-121.856,28726,CA
528,San Jose,37.4087,-121.9406,27224,CA
529,San Jose,37.2974,-121.7562,22358,CA
530,San Jose,37.2685,-121.849,47599,CA
531,San Jose,37.2602,-121.7709,20766,CA
532,San Jose,37.2252,-121.7687,7293,CA
533,Mount Hamilton,37.3511,-121.6384,115,CA
534,San Jose,37.3394,-121.895,115,CA
535,San Jose,37.3304,-121.7913,48854,CA
536,San Jose,37.3866,-121.897,48854,CA
537,San Jose,37.3198,-121.8262,48854,CA
538,San Jose,37.4022,-121.847,48854,CA
539,San Jose,37.2488,-121.8459,48854,CA
540,San Jose,37.2649,-121.9139,48854,CA
541,San Jose,37.31,-121.9011,48854,CA
542,San Jose,37.3576,-121.8416,48854,CA
543,San Jose,37.3008,-121.9777,48854,CA
544,San Jose,37.2625,-121.8779,48854,CA
545,San Jose,37.3179,-121.9349,48854,CA
546,San Jose,37.2187,-121.8601,48854,CA
547,San Jose,37.3894,-121.8868,48854,CA
548,San Jose,37.3916,-121.9203,48854,CA
549,San Jose,37.3103,-122.0093,48854,CA
550,San Jose,37.334,-121.8847,48854,CA
551,San Jose,37.3352,-121.8938,48854,CA
552,San Jose,37.3894,-121.8868,48854,CA
553,San Jose,37.3262,-121.9158,48854,CA
554,San Jose,37.3383,-121.8801,48854,CA
555,San Jose,37.2441,-121.8287,48854,CA
556,San Jose,37.3894,-121.8868,48854,CA
557,San Jose,37.3338,-121.8894,48854,CA
558,Aptos,36.979,-121.898,1342,CA
559,Aptos,36.9797,-121.8902,24837,CA
560,Ben Lomond,37.0882,-122.0887,7710,CA
561,Boulder Creek,37.1547,-122.1365,9238,CA
562,Brookdale,37.1063,-122.105,681,CA
563,Capitola,36.9767,-121.9555,9030,CA
564,Davenport,37.0423,-122.2137,603,CA
565,Felton,37.0662,-122.0618,7060,CA
